student_id,star_reading_2022_23,star_math_2022_23,star_reading_2023_24,star_math_2023_24,star_reading_2024_25,star_math_2024_25,attendance_2022_23,attendance_2023_24,attendance_2024_25,caaspp_ela_2022_23,caaspp_math_2022_23,caaspp_ela_2023_24,caaspp_math_2023_24,strict_comparison_ready
2006668,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2006701,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2006922,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2006998,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2006999,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007058,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2007210,True,True,False,False,False,False,True,True,False,True,True,True,True,False
2007550,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007801,True,True,False,False,False,False,True,True,False,True,True,False,False,False
2007848,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2007871,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008102,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008142,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2008538,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2008587,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2009091,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2009098,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2009121,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2009146,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2009171,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009236,True,True,True,True,False,False,True,True,False,True,False,False,False,False
2009258,True,True,False,False,False,False,True,True,False,False,False,False,False,False
2009322,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009377,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2009428,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2009474,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2009520,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2009772,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2009809,True,True,False,False,False,False,True,True,False,True,True,True,True,False
2009811,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2009813,True,True,True,True,False,False,True,True,False,True,True,True,False,False
2009815,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2009826,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2009827,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2009839,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2009842,True,True,False,False,False,False,True,True,False,True,True,True,False,False
2009866,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2009881,False,False,False,False,False,False,True,True,False,False,False,True,True,False
2009990,True,True,False,False,False,False,True,True,False,True,True,False,False,False
2010008,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2010013,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2010028,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2010033,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2010038,True,True,False,False,False,False,True,True,False,True,True,True,True,False
2010045,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2010081,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2010103,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2010113,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2010221,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2010242,True,True,False,False,False,False,True,True,False,True,True,False,False,False
2010271,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010273,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2010415,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2010498,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2010512,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2010559,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010579,True,True,False,False,False,False,True,True,False,True,True,True,False,False
2010591,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2010687,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2010688,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2010689,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010691,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010721,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2010729,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2010731,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2010802,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2010830,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2010872,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2010885,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2010886,True,True,False,False,False,False,True,True,False,True,True,True,True,False
2010901,True,True,False,False,False,False,True,True,False,True,True,True,True,False
2010913,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2010918,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2010945,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2010947,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2010956,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2010963,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2010981,True,True,True,True,False,False,True,True,False,True,True,True,False,False
2010991,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2011010,True,True,False,False,False,False,True,True,False,True,True,False,False,False
2011021,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2011025,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2011043,True,True,False,False,False,False,True,True,False,False,False,False,False,False
2011048,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2011071,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2011088,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2011093,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2011107,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2011122,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2011124,True,True,False,False,False,False,True,True,False,True,True,True,True,False
2011129,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2011133,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2011139,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2011154,True,True,False,False,False,False,True,True,False,True,True,True,True,False
2011162,True,True,False,False,False,False,True,True,False,True,True,False,False,False
2011169,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2011187,True,True,True,False,False,False,True,True,False,True,True,True,True,False
2011223,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2011242,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2011274,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2011321,True,True,False,False,False,False,True,True,False,True,True,True,True,False
2011339,True,True,False,False,False,False,True,True,False,True,True,True,True,False
2011364,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2011365,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2011370,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2011402,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2011403,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2011405,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2011410,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2011411,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2011412,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2011430,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2011435,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2011436,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2011459,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2011461,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2011478,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2011482,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2011493,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2011542,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2011547,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2011578,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2011601,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2011669,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2011685,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2011686,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2011692,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2011693,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2011697,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2011702,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2011706,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2011708,True,True,True,True,True,True,True,True,True,True,True,False,False,False
2011711,False,False,False,False,True,True,False,False,True,False,False,True,False,False
2011718,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2011726,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2011730,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2011732,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2011736,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2011737,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2011750,True,True,True,False,False,False,True,True,False,True,True,True,True,False
2011751,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2011761,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2011767,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2011768,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2011777,True,True,True,True,True,True,True,True,True,True,True,False,False,False
2011779,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2011780,True,True,False,False,False,False,True,True,False,True,True,True,True,False
2011806,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2011846,True,True,False,False,False,False,True,True,False,True,True,True,True,False
2011858,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2011859,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2011874,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2011876,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2011889,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2011896,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2011934,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2011935,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2011937,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2011949,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2011977,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2012036,True,True,False,False,False,False,True,True,False,True,True,True,True,False
2012137,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2012148,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012204,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2012242,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2012274,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2012293,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2012316,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012338,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012349,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2012350,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012356,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2012389,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2012471,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012475,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012476,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012487,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2012514,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2012520,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2012539,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012541,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012542,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2012549,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012556,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012564,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012566,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2012570,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2012575,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012590,True,True,True,True,True,True,True,True,True,True,True,False,False,False
2012591,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012594,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012596,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012600,True,True,True,False,True,True,True,True,True,True,True,False,False,False
2012611,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012618,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012619,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2012647,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2012648,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012650,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2012653,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2012655,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2012657,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2012661,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012669,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012674,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2012684,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012685,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012692,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012698,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012701,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012712,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012714,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012715,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012721,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012736,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2012739,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012741,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012744,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012746,True,True,True,True,True,True,True,True,True,True,True,False,False,False
2012747,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012750,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012753,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2012774,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012784,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012792,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012793,True,True,True,True,True,True,True,True,True,False,False,False,False,False
2012794,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012795,True,True,False,True,True,True,True,True,True,False,False,False,False,False
2012800,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2012812,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012826,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2012832,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012838,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012846,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012854,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2012864,True,True,True,True,True,True,True,True,True,True,True,False,False,False
2012866,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012881,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2012883,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012886,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012891,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2012905,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012906,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012908,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012911,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012920,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012923,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2012933,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012941,True,True,True,True,True,True,True,True,True,True,True,False,False,False
2012946,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2012947,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012948,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012958,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012962,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2012964,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012969,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012974,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012980,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2012985,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012989,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2012995,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013041,True,True,False,False,False,False,True,True,False,True,True,True,True,False
2013057,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013059,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013060,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2013068,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2013074,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013089,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2013096,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013098,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013100,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013113,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013115,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013117,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013125,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013126,True,True,True,True,True,True,True,True,True,True,True,True,False,False
2013128,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013132,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2013135,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013190,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013191,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013207,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013212,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013213,False,False,False,False,True,True,True,True,True,False,False,True,True,False
2013218,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013220,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2013222,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2013224,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2013230,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013231,True,True,True,True,True,True,True,True,True,True,True,False,False,False
2013234,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013235,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013236,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2013238,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013239,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013241,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013268,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2013270,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013276,True,True,True,True,True,True,True,True,True,False,False,True,True,False
2013277,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013280,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2013282,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013286,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2013287,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013293,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2013294,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2013295,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013302,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013306,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013326,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013329,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013389,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013390,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013394,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013415,True,True,True,True,False,False,True,True,False,True,True,True,True,False
2013421,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013424,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013426,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013474,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013479,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013508,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013543,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013544,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013545,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013546,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013573,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013610,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013648,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013659,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013664,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013666,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013668,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013709,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013713,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013739,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013760,False,False,False,False,True,True,True,True,True,False,False,True,True,False
2013765,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013788,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013790,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013795,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2013804,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2013815,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013842,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2013843,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013847,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013848,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013850,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2013856,True,True,True,True,True,True,True,True,True,True,True,False,False,False
2013872,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2013987,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014014,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014015,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2014016,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014031,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2014047,False,False,False,False,True,True,False,False,True,False,False,True,True,False
2014053,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2014066,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014072,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014077,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014096,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014100,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014102,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014106,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014114,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014128,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014136,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014138,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014142,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2014148,True,True,True,True,False,False,True,True,False,True,True,True,False,False
2014175,True,True,True,True,False,False,True,True,False,True,True,False,False,False
2014182,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014197,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2014202,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014203,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014205,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014206,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2014207,False,False,False,False,True,True,False,False,True,False,False,False,False,False
